+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Ca         |            1 |              0.109884 |                       0.298222 |
| Ca         |            1 |              0.109518 |                       0.227371 |
| Ca         |            1 |              0.1095   |                       0.158184 |
| Ca         |            1 |              0.109499 |                       0.742879 |
| Ca         |            1 |              0.109619 |                       0.367277 |
| Ca         |            1 |              0.109223 |                       0.610982 |
| W          |            1 |              0.313985 |                       0.52307  |
| W          |            0 |              0.234842 |                       0.829939 |
| W          |            1 |              0.299508 |                       0.700988 |
| W          |            1 |              0.310278 |                       0.494235 |
| W          |            1 |              0.32294  |                       0.263266 |
| W          |            1 |              0.266951 |                       0.584964 |
| W          |            0 |              0.601852 |                       0.868378 |
| W          |            1 |              0.398208 |                       0.285876 |
| W          |            1 |              0.496821 |                       0.378099 |
| W          |            1 |              0.508857 |                       0.222211 |
| W          |            1 |              0.498726 |                       0.298016 |
| W          |            1 |              0.540488 |                       0.37773  |
| W          |            1 |              0.340272 |                       0.214107 |
| W          |            1 |              0.35504  |                       0.575101 |
| W          |            1 |              0.328229 |                       0.582318 |
| W          |            1 |              0.399614 |                       0.329609 |
| W          |            1 |              0.337893 |                       0.548438 |
| W          |            1 |              0.523241 |                       0.197168 |
| W          |            1 |              0.522594 |                       0.264619 |
| W          |            1 |              0.41495  |                       0.70809  |
| W          |            1 |              0.551624 |                       0.179762 |
| W          |            1 |              0.489114 |                       0.209254 |
| W          |            1 |              0.542888 |                       0.263252 |
| W          |            1 |              0.348958 |                       0.573478 |
| W          |            0 |              0.331346 |                       0.87145  |
| W          |            1 |              0.367389 |                       0.388548 |
| W          |            1 |              0.660463 |                       0.240416 |
| W          |            1 |              0.356655 |                       0.424411 |
| W          |            1 |              0.445205 |                       0.723825 |
| W          |            0 |              0.420603 |                       0.872663 |
| W          |            0 |              0.415811 |                       0.97727  |
| W          |            1 |              0.340025 |                       0.389772 |
| W          |            1 |              0.587682 |                       0.328389 |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Ca         |            1 |              0.116081 |                       0.198291 |
| Ca         |            1 |              0.115651 |                       0.229124 |
| Ca         |            1 |              0.115632 |                       0.187138 |
| Ca         |            1 |              0.11562  |                       0.364846 |
| Ca         |            1 |              0.115763 |                       0.356765 |
| Ca         |            1 |              0.115278 |                       0.536045 |
| Zr         |            1 |              0.690428 |                       0.37869  |
| Zr         |            1 |              0.479315 |                       0.248708 |
| Zr         |            1 |              0.255098 |                       0.511235 |
| Zr         |            1 |              0.359748 |                       0.374124 |
| Zr         |            1 |              0.330616 |                       0.286238 |
| Zr         |            1 |              0.299075 |                       0.363093 |
| Zr         |            1 |              0.646287 |                       0.68843  |
| Zr         |            1 |              0.539318 |                       0.672063 |
| Zr         |            1 |              0.569802 |                       0.27045  |
| Zr         |            1 |              0.534206 |                       0.733253 |
| Zr         |            1 |              0.593692 |                       0.232607 |
| Zr         |            1 |              0.511927 |                       0.777246 |
| Zr         |            1 |              0.565494 |                       0.737198 |
| Zr         |            1 |              0.57217  |                       0.257746 |
| Zr         |            1 |              0.598584 |                       0.431638 |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Cu         |            1 |              0.408472 |                       0.175751 |
| Cu         |            1 |              0.346603 |                       0.198451 |
| Cu         |            1 |              0.416568 |                       0.30006  |
| Cu         |            1 |              0.405648 |                       0.280044 |
| Cu         |            1 |              0.50316  |                       0.29786  |
| Cu         |            1 |              0.38753  |                       0.232409 |
| Cu         |            1 |              0.344474 |                       0.534766 |
| Cu         |            1 |              0.363016 |                       0.633194 |
| Cu         |            1 |              0.348868 |                       0.616453 |
| Cu         |            1 |              0.44969  |                       0.217216 |
| Cu         |            1 |              0.44759  |                       0.185945 |
| Cu         |            0 |              0.432276 |                       0.857775 |
| Cu         |            1 |              0.474799 |                       0.218615 |
| Cu         |            1 |              0.452142 |                       0.26295  |
| Cu         |            1 |              0.421395 |                       0.771687 |
| Cu         |            1 |              0.454677 |                       0.296479 |
| Cu         |            1 |              0.370518 |                       0.537891 |
| Cu         |            0 |              0.373308 |                       1.05269  |
| Cu         |            0 |              0.403503 |                       0.984747 |
| Cu         |            1 |              0.339758 |                       0.36292  |
| Cu         |            0 |              0.448456 |                       0.94273  |
| Cu         |            1 |              0.470537 |                       0.273556 |
| Cu         |            1 |              0.362742 |                       0.361215 |
| Cu         |            1 |              0.400768 |                       0.354715 |
| Cu         |            0 |              0.443468 |                       1.07587  |
| Cu         |            1 |              0.372265 |                       0.679915 |
| Cu         |            0 |              0.389236 |                       0.808792 |
| Cu         |            1 |              0.531941 |                       0.573776 |
| Cu         |            1 |              0.470829 |                       0.212199 |
| Cu         |            1 |              0.40336  |                       0.451526 |
| Cu         |            1 |              0.476484 |                       0.38211  |
| Cu         |            1 |              0.478602 |                       0.25288  |
| Cu         |            0 |              0.434308 |                       1.08604  |
| Cu         |            0 |              0.40573  |                       1.06206  |
| Cu         |            1 |              0.379901 |                       0.735138 |
| Cu         |            1 |              0.478237 |                       0.252197 |
| Cu         |            0 |              0.357451 |                       0.807406 |
| Cu         |            0 |              0.431844 |                       1.10433  |
| Cu         |            1 |              0.366453 |                       0.150703 |
| Cu         |            1 |              0.413481 |                       0.740386 |
| Fe         |            1 |              0.408472 |                       0.175751 |
| Fe         |            1 |              0.346603 |                       0.198451 |
| Fe         |            1 |              0.416568 |                       0.30006  |
| Fe         |            1 |              0.405648 |                       0.280044 |
| Fe         |            1 |              0.50316  |                       0.29786  |
| Fe         |            1 |              0.38753  |                       0.232409 |
| Fe         |            1 |              0.344474 |                       0.534766 |
| Fe         |            1 |              0.363016 |                       0.633194 |
| Fe         |            1 |              0.348868 |                       0.616453 |
| Fe         |            1 |              0.44969  |                       0.217216 |
| Fe         |            1 |              0.44759  |                       0.185945 |
| Fe         |            0 |              0.432276 |                       0.857775 |
| Fe         |            1 |              0.474799 |                       0.218615 |
| Fe         |            1 |              0.452142 |                       0.26295  |
| Fe         |            1 |              0.421395 |                       0.771687 |
| Fe         |            1 |              0.454677 |                       0.296479 |
| Fe         |            1 |              0.370518 |                       0.537891 |
| Fe         |            0 |              0.373308 |                       1.05269  |
| Fe         |            0 |              0.403503 |                       0.984747 |
| Fe         |            1 |              0.339758 |                       0.36292  |
| Fe         |            0 |              0.448456 |                       0.94273  |
| Fe         |            1 |              0.470537 |                       0.273556 |
| Fe         |            1 |              0.362742 |                       0.361215 |
| Fe         |            1 |              0.400768 |                       0.354715 |
| Fe         |            0 |              0.443468 |                       1.07587  |
| Fe         |            1 |              0.372265 |                       0.679915 |
| Fe         |            0 |              0.389236 |                       0.808792 |
| Fe         |            1 |              0.531941 |                       0.573776 |
| Fe         |            1 |              0.470829 |                       0.212199 |
| Fe         |            1 |              0.40336  |                       0.451526 |
| Fe         |            1 |              0.476484 |                       0.38211  |
| Fe         |            1 |              0.478602 |                       0.25288  |
| Fe         |            0 |              0.434308 |                       1.08604  |
| Fe         |            0 |              0.40573  |                       1.06206  |
| Fe         |            1 |              0.379901 |                       0.735138 |
| Fe         |            1 |              0.478237 |                       0.252197 |
| Fe         |            0 |              0.357451 |                       0.807406 |
| Fe         |            0 |              0.431844 |                       1.10433  |
| Fe         |            1 |              0.366453 |                       0.150703 |
| Fe         |            1 |              0.413481 |                       0.740386 |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Cu         |            1 |              0.119439 |                      0.172876  |
| Cu         |            1 |              0.118431 |                      0.103777  |
| Cu         |            1 |              0.119519 |                      0.17659   |
| Cu         |            1 |              0.119297 |                      0.190858  |
| Cu         |            1 |              0.119664 |                      0.150264  |
| Cu         |            1 |              0.118091 |                      0.0959734 |
| Cu         |            1 |              0.113436 |                      0.344647  |
| Cu         |            1 |              0.115864 |                      0.23898   |
| Cu         |            1 |              0.113817 |                      0.408326  |
| Cu         |            1 |              0.119369 |                      0.13272   |
| Cu         |            1 |              0.119313 |                      0.133848  |
| Cu         |            1 |              0.117861 |                      0.215219  |
| Cu         |            1 |              0.11968  |                      0.114786  |
| Cu         |            1 |              0.118729 |                      0.128934  |
| Cu         |            1 |              0.118208 |                      0.336656  |
| Cu         |            1 |              0.119927 |                      0.150725  |
| Cu         |            1 |              0.117138 |                      0.331098  |
| Cu         |            1 |              0.116896 |                      0.278924  |
| Cu         |            1 |              0.118262 |                      0.202191  |
| Cu         |            1 |              0.114556 |                      0.292897  |
| Cu         |            1 |              0.118442 |                      0.196734  |
| Cu         |            1 |              0.119041 |                      0.124364  |
| Cu         |            1 |              0.11744  |                      0.287036  |
| Cu         |            1 |              0.118183 |                      0.248839  |
| Cu         |            1 |              0.11852  |                      0.204649  |
| Cu         |            1 |              0.116613 |                      0.353817  |
| Cu         |            1 |              0.1162   |                      0.239125  |
| Cu         |            1 |              0.120434 |                      0.372816  |
| Cu         |            1 |              0.118723 |                      0.16884   |
| Cu         |            1 |              0.118565 |                      0.367662  |
| Cu         |            1 |              0.119856 |                      0.261522  |
| Cu         |            1 |              0.119081 |                      0.111112  |
| Cu         |            1 |              0.118095 |                      0.247049  |
| Cu         |            1 |              0.11894  |                      0.303396  |
| Cu         |            1 |              0.116581 |                      0.325857  |
| Cu         |            1 |              0.119284 |                      0.0946273 |
| Cu         |            1 |              0.114805 |                      0.187142  |
| Cu         |            1 |              0.118456 |                      0.270258  |
| Cu         |            1 |              0.118488 |                      0.0703374 |
| Cu         |            1 |              0.116916 |                      0.357405  |
| Ir         |            1 |              0.223758 |                      0.32983   |
| Ir         |            1 |              0.278139 |                      0.362787  |
| Ir         |            1 |              0.351291 |                      0.173465  |
| Ir         |            1 |              0.295496 |                      0.232567  |
| Ir         |            1 |              0.185516 |                      0.324367  |
| Ir         |            1 |              0.205909 |                      0.185114  |
| Ir         |            1 |              0.269005 |                      0.173049  |
| Ir         |            1 |              0.277816 |                      0.187058  |
| Ir         |            1 |              0.250836 |                      0.508852  |
| Ir         |            1 |              0.209447 |                      0.262844  |
| Ir         |            1 |              0.238984 |                      0.239951  |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Cu         |            1 |              0.132666 |                      0.0913449 |
| Cu         |            1 |              0.131339 |                      0.102101  |
| Cu         |            1 |              0.132777 |                      0.0655851 |
| Cu         |            1 |              0.132494 |                      0.11658   |
| Cu         |            1 |              0.132924 |                      0.149348  |
| Cu         |            1 |              0.130922 |                      0.108184  |
| Cu         |            1 |              0.125204 |                      0.346185  |
| Cu         |            1 |              0.12817  |                      0.309224  |
| Cu         |            1 |              0.125907 |                      0.391246  |
| Cu         |            1 |              0.132576 |                      0.0662598 |
| Cu         |            1 |              0.132511 |                      0.0590194 |
| Cu         |            1 |              0.130702 |                      0.362912  |
| Cu         |            1 |              0.133009 |                      0.136861  |
| Cu         |            1 |              0.13178  |                      0.0978387 |
| Cu         |            1 |              0.131188 |                      0.241343  |
| Cu         |            1 |              0.133336 |                      0.115732  |
| Cu         |            1 |              0.129775 |                      0.345072  |
| Cu         |            1 |              0.129519 |                      0.299988  |
| Cu         |            1 |              0.131092 |                      0.245671  |
| Cu         |            1 |              0.126722 |                      0.299689  |
| Cu         |            1 |              0.131436 |                      0.289675  |
| Cu         |            1 |              0.132146 |                      0.13092   |
| Cu         |            1 |              0.130141 |                      0.287887  |
| Cu         |            1 |              0.131114 |                      0.242496  |
| Cu         |            1 |              0.131506 |                      0.219588  |
| Cu         |            1 |              0.129142 |                      0.242583  |
| Cu         |            1 |              0.128678 |                      0.198184  |
| Cu         |            1 |              0.134007 |                      0.363608  |
| Cu         |            1 |              0.131723 |                      0.0960141 |
| Cu         |            1 |              0.131546 |                      0.28565   |
| Cu         |            1 |              0.133246 |                      0.254425  |
| Cu         |            1 |              0.132219 |                      0.112482  |
| Cu         |            1 |              0.130988 |                      0.392735  |
| Cu         |            1 |              0.132128 |                      0.306471  |
| Cu         |            1 |              0.129039 |                      0.213571  |
| Cu         |            1 |              0.132494 |                      0.133066  |
| Cu         |            1 |              0.12689  |                      0.178555  |
| Cu         |            1 |              0.131415 |                      0.255517  |
| Cu         |            1 |              0.131411 |                      0.122984  |
| Cu         |            1 |              0.129452 |                      0.319623  |
| Mg         |            1 |              0.195287 |                      0.224897  |
| Mg         |            1 |              0.561959 |                      0.383597  |
| Mg         |            1 |              0.308811 |                      0.137629  |
| Mg         |            1 |              0.269329 |                      0.409586  |
| Mg         |            1 |              0.249764 |                      0.452667  |
| Mg         |            1 |              0.305103 |                      0.275779  |
| Mg         |            1 |              0.364406 |                      0.288313  |
| Mg         |            1 |              0.404145 |                      0.157088  |
| Mg         |            1 |              0.27863  |                      0.384881  |
| Mg         |            1 |              0.266295 |                      0.434862  |
| Mg         |            1 |              0.216604 |                      0.2508    |
| Mg         |            1 |              0.300584 |                      0.46963   |
| Mg         |            1 |              0.297795 |                      0.17151   |
| Mg         |            1 |              0.275801 |                      0.313231  |
| Mg         |            1 |              0.229088 |                      0.39388   |
| Mg         |            1 |              0.297687 |                      0.208285  |
| Mg         |            1 |              0.316619 |                      0.217688  |
| Mg         |            1 |              0.304081 |                      0.185644  |
| Mg         |            1 |              0.29404  |                      0.454125  |
| Mg         |            1 |              0.37267  |                      0.291685  |
| Mg         |            1 |              0.292646 |                      0.272799  |
| Mg         |            1 |              0.305141 |                      0.66137   |
| Mg         |            1 |              0.254445 |                      0.412066  |
| Mg         |            1 |              0.262516 |                      0.407304  |
| Mg         |            1 |              0.313439 |                      0.435328  |
| Mg         |            1 |              0.274331 |                      0.425626  |
| Mg         |            1 |              0.332543 |                      0.168657  |
| Mg         |            1 |              0.273364 |                      0.344739  |
| Mg         |            1 |              0.314054 |                      0.67165   |
| Mg         |            1 |              0.667529 |                      0.674635  |
| Mg         |            1 |              0.490797 |                      0.408173  |
| Mg         |            1 |              0.498671 |                      0.338262  |
| Mg         |            1 |              0.511701 |                      0.785474  |
| Mg         |            0 |              0.545394 |                      0.819245  |
| Mg         |            1 |              0.480333 |                      0.607006  |
| Mg         |            1 |              0.527484 |                      0.538102  |
| Mg         |            1 |              0.566301 |                      0.63834   |
| Mg         |            1 |              0.599589 |                      0.727283  |
| Mg         |            1 |              0.57983  |                      0.419623  |
| Mg         |            1 |              0.559631 |                      0.634225  |
| Mg         |            1 |              0.630525 |                      0.0948368 |
| Mg         |            1 |              0.375562 |                      0.198548  |
| Mg         |            1 |              0.427588 |                      0.119617  |
| Mg         |            1 |              0.432191 |                      0.250222  |
| Mg         |            0 |              0.896265 |                      0.598602  |
| Mg         |            1 |              0.497801 |                      0.223371  |
| Mg         |            1 |              0.455742 |                      0.182822  |
| Mg         |            1 |              0.346208 |                      0.130449  |
| Mg         |            1 |              0.499643 |                      0.135931  |
| Mg         |            1 |              0.210224 |                      0.546819  |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Cu         |            1 |              0.113205 |                      0.102358  |
| Cu         |            1 |              0.112313 |                      0.114052  |
| Cu         |            1 |              0.113295 |                      0.0687622 |
| Cu         |            1 |              0.113051 |                      0.151782  |
| Cu         |            1 |              0.113327 |                      0.164748  |
| Cu         |            1 |              0.112049 |                      0.0955213 |
| Cu         |            1 |              0.107963 |                      0.376924  |
| Cu         |            1 |              0.110078 |                      0.246455  |
| Cu         |            1 |              0.108165 |                      0.375985  |
| Cu         |            1 |              0.113137 |                      0.153375  |
| Cu         |            1 |              0.113104 |                      0.0714741 |
| Cu         |            1 |              0.111861 |                      0.224436  |
| Cu         |            1 |              0.113407 |                      0.0959007 |
| Cu         |            1 |              0.112558 |                      0.154129  |
| Cu         |            1 |              0.112074 |                      0.343545  |
| Cu         |            1 |              0.113697 |                      0.092719  |
| Cu         |            1 |              0.111293 |                      0.367064  |
| Cu         |            1 |              0.110936 |                      0.236391  |
| Cu         |            1 |              0.112157 |                      0.169777  |
| Cu         |            1 |              0.108999 |                      0.30451   |
| Cu         |            1 |              0.112307 |                      0.201521  |
| Cu         |            1 |              0.112904 |                      0.100822  |
| Cu         |            1 |              0.111445 |                      0.26816   |
| Cu         |            1 |              0.112081 |                      0.241528  |
| Cu         |            1 |              0.112396 |                      0.297503  |
| Cu         |            1 |              0.110703 |                      0.295678  |
| Cu         |            1 |              0.110331 |                      0.264585  |
| Cu         |            1 |              0.114056 |                      0.334351  |
| Cu         |            1 |              0.11256  |                      0.100814  |
| Cu         |            1 |              0.112465 |                      0.325517  |
| Cu         |            1 |              0.113557 |                      0.209755  |
| Cu         |            1 |              0.112888 |                      0.0819184 |
| Cu         |            1 |              0.112105 |                      0.378032  |
| Cu         |            1 |              0.112716 |                      0.333677  |
| Cu         |            1 |              0.110737 |                      0.322105  |
| Cu         |            1 |              0.113088 |                      0.0924455 |
| Cu         |            1 |              0.109131 |                      0.154338  |
| Cu         |            1 |              0.112349 |                      0.289402  |
| Cu         |            1 |              0.112375 |                      0.116399  |
| Cu         |            1 |              0.111009 |                      0.206033  |
| Mo         |            1 |              0.296261 |                      0.56151   |
| Mo         |            1 |              0.325083 |                      0.361967  |
| Mo         |            1 |              0.246047 |                      0.672556  |
| Mo         |            1 |              0.47763  |                      0.218183  |
| Mo         |            0 |              0.839014 |                      0.308136  |
| Mo         |            1 |              0.352228 |                      0.733934  |
| Mo         |            1 |              0.501838 |                      0.236951  |
| Mo         |            1 |              0.439286 |                      0.256641  |
| Mo         |            1 |              0.456189 |                      0.631532  |
| Mo         |            0 |              1.1307   |                      0.58863   |
| Mo         |            1 |              0.4221   |                      0.531296  |
| Mo         |            0 |              1.28163  |                      0.335042  |
| Mo         |            1 |              0.374756 |                      0.658464  |
| Mo         |            1 |              0.377008 |                      0.653304  |
| Mo         |            1 |              0.770923 |                      0.266682  |
| Mo         |            1 |              0.363352 |                      0.657669  |
| Mo         |            1 |              0.403598 |                      0.254494  |
| Mo         |            1 |              0.24906  |                      0.613634  |
| Mo         |            1 |              0.476682 |                      0.570301  |
| Mo         |            1 |              0.381049 |                      0.500084  |
| Mo         |            1 |              0.388593 |                      0.201248  |
| Mo         |            1 |              0.417278 |                      0.544453  |
| Mo         |            1 |              0.403532 |                      0.666731  |
| Mo         |            1 |              0.418745 |                      0.733295  |
| Mo         |            1 |              0.42774  |                      0.631773  |
| Mo         |            1 |              0.445419 |                      0.294893  |
| Mo         |            1 |              0.373456 |                      0.51576   |
| Mo         |            1 |              0.642437 |                      0.318107  |
| Mo         |            1 |              0.610626 |                      0.419825  |
| Mo         |            1 |              0.487961 |                      0.205715  |
| Mo         |            1 |              0.671778 |                      0.49172   |
| Mo         |            1 |              0.440649 |                      0.648256  |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Cu         |            1 |              0.111333 |                      0.100129  |
| Cu         |            1 |              0.110463 |                      0.1293    |
| Cu         |            1 |              0.111434 |                      0.0721689 |
| Cu         |            1 |              0.111225 |                      0.151983  |
| Cu         |            1 |              0.111563 |                      0.140244  |
| Cu         |            1 |              0.110192 |                      0.090294  |
| Cu         |            1 |              0.10595  |                      0.370217  |
| Cu         |            1 |              0.108158 |                      0.208067  |
| Cu         |            1 |              0.106379 |                      0.372779  |
| Cu         |            1 |              0.111302 |                      0.156736  |
| Cu         |            1 |              0.111261 |                      0.14437   |
| Cu         |            1 |              0.109948 |                      0.250879  |
| Cu         |            1 |              0.111579 |                      0.127486  |
| Cu         |            1 |              0.110746 |                      0.104658  |
| Cu         |            1 |              0.110289 |                      0.245614  |
| Cu         |            1 |              0.111799 |                      0.12741   |
| Cu         |            1 |              0.109363 |                      0.331885  |
| Cu         |            1 |              0.109184 |                      0.261058  |
| Cu         |            1 |              0.1103   |                      0.18326   |
| Cu         |            1 |              0.106987 |                      0.295202  |
| Cu         |            1 |              0.110485 |                      0.167444  |
| Cu         |            1 |              0.11102  |                      0.100535  |
| Cu         |            1 |              0.109593 |                      0.297354  |
| Cu         |            1 |              0.110255 |                      0.24841   |
| Cu         |            1 |              0.11057  |                      0.200416  |
| Cu         |            1 |              0.10888  |                      0.251628  |
| Cu         |            1 |              0.108501 |                      0.245159  |
| Cu         |            1 |              0.112243 |                      0.374555  |
| Cu         |            1 |              0.110756 |                      0.0950207 |
| Cu         |            1 |              0.110595 |                      0.29362   |
| Cu         |            1 |              0.111739 |                      0.274701  |
| Cu         |            1 |              0.111081 |                      0.0727283 |
| Cu         |            1 |              0.110166 |                      0.334351  |
| Cu         |            1 |              0.111007 |                      0.201385  |
| Cu         |            1 |              0.108831 |                      0.242573  |
| Cu         |            1 |              0.11123  |                      0.0814925 |
| Cu         |            1 |              0.10724  |                      0.170852  |
| Cu         |            1 |              0.11055  |                      0.255266  |
| Cu         |            1 |              0.110557 |                      0.0773316 |
| Cu         |            1 |              0.109116 |                      0.249638  |
| Ni         |            1 |              0.44883  |                      0.558645  |
| Ni         |            1 |              0.471378 |                      0.657905  |
| Ni         |            1 |              0.321012 |                      0.612169  |
| Ni         |            1 |              0.242174 |                      0.750426  |
| Ni         |            1 |              0.331293 |                      0.511024  |
| Ni         |            1 |              0.297327 |                      0.450147  |
| Ni         |            1 |              0.381577 |                      0.223151  |
| Ni         |            1 |              0.26511  |                      0.504464  |
| Ni         |            0 |              0.535694 |                      1.28457   |
| Ni         |            1 |              0.450383 |                      0.415063  |
| Ni         |            1 |              0.585798 |                      0.340575  |
| Ni         |            1 |              0.459279 |                      0.233507  |
| Ni         |            1 |              0.408321 |                      0.776051  |
| Ni         |            0 |              0.459232 |                      0.831247  |
| Ni         |            1 |              0.447022 |                      0.42635   |
| Ni         |            0 |              0.413219 |                      0.90904   |
| Ni         |            1 |              0.517201 |                      0.311579  |
| Ni         |            1 |              0.521609 |                      0.338558  |
| Ni         |            1 |              0.557557 |                      0.30533   |
| Ni         |            0 |              0.454414 |                      0.8374    |
| Ni         |            1 |              0.422154 |                      0.52483   |
| Ni         |            1 |              0.442382 |                      0.499923  |
| Ni         |            0 |              0.517389 |                      1.20524   |
| Ni         |            0 |              0.489637 |                      1.21558   |
| Ni         |            1 |              0.542305 |                      0.510297  |
| Ni         |            1 |              0.483882 |                      0.290429  |
| Ni         |            1 |              0.485112 |                      0.21302   |
| Ni         |            1 |              0.535757 |                      0.380827  |
| Ni         |            0 |              0.492351 |                      0.947198  |
| Ni         |            1 |              0.652442 |                      0.315964  |
| Ni         |            1 |              0.526646 |                      0.347382  |
| Ni         |            1 |              0.443693 |                      0.723764  |
| Ni         |            0 |              0.493836 |                      0.889633  |
| Ni         |            1 |              0.519128 |                      0.335617  |
| Ni         |            1 |              0.507074 |                      0.612538  |
| Ni         |            1 |              0.57684  |                      0.479083  |
| Ni         |            1 |              0.572468 |                      0.466554  |
| Ni         |            0 |              0.493345 |                      1.04755   |
| Ni         |            1 |              0.541183 |                      0.27316   |
| Ni         |            0 |              0.512392 |                      0.835626  |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Cu         |            1 |              0.113009 |                      0.146419  |
| Cu         |            1 |              0.112249 |                      0.132848  |
| Cu         |            1 |              0.113331 |                      0.13609   |
| Cu         |            1 |              0.113002 |                      0.173373  |
| Cu         |            1 |              0.113453 |                      0.18414   |
| Cu         |            1 |              0.112114 |                      0.0954963 |
| Cu         |            1 |              0.107927 |                      0.433153  |
| Cu         |            1 |              0.110097 |                      0.185835  |
| Cu         |            1 |              0.108169 |                      0.354746  |
| Cu         |            1 |              0.112893 |                      0.0707736 |
| Cu         |            1 |              0.112847 |                      0.151952  |
| Cu         |            1 |              0.111603 |                      0.20726   |
| Cu         |            1 |              0.113183 |                      0.118793  |
| Cu         |            1 |              0.112357 |                      0.113632  |
| Cu         |            1 |              0.111903 |                      0.306117  |
| Cu         |            1 |              0.113383 |                      0.177102  |
| Cu         |            1 |              0.110976 |                      0.274555  |
| Cu         |            1 |              0.110761 |                      0.228818  |
| Cu         |            1 |              0.111953 |                      0.223833  |
| Cu         |            1 |              0.108814 |                      0.279804  |
| Cu         |            1 |              0.1121   |                      0.235557  |
| Cu         |            1 |              0.112624 |                      0.122896  |
| Cu         |            1 |              0.111271 |                      0.283276  |
| Cu         |            1 |              0.111889 |                      0.335798  |
| Cu         |            1 |              0.112177 |                      0.266679  |
| Cu         |            1 |              0.11053  |                      0.250126  |
| Cu         |            1 |              0.110152 |                      0.211322  |
| Cu         |            1 |              0.113797 |                      0.399652  |
| Cu         |            1 |              0.112363 |                      0.130617  |
| Cu         |            1 |              0.112215 |                      0.305819  |
| Cu         |            1 |              0.113312 |                      0.186797  |
| Cu         |            1 |              0.112659 |                      0.143649  |
| Cu         |            1 |              0.111811 |                      0.347848  |
| Cu         |            1 |              0.11254  |                      0.261511  |
| Cu         |            1 |              0.110499 |                      0.32913   |
| Cu         |            1 |              0.112836 |                      0.0864342 |
| Cu         |            1 |              0.108953 |                      0.1695    |
| Cu         |            1 |              0.112122 |                      0.271098  |
| Cu         |            1 |              0.112184 |                      0.0788916 |
| Cu         |            1 |              0.110784 |                      0.305084  |
| Pb         |            1 |              0.243024 |                      0.304667  |
| Pb         |            1 |              0.237353 |                      0.242782  |
| Pb         |            1 |              0.253802 |                      0.2498    |
| Pb         |            1 |              0.25527  |                      0.226928  |
| Pb         |            1 |              0.275999 |                      0.180846  |
| Pb         |            1 |              0.227532 |                      0.179787  |
| Pb         |            1 |              0.205376 |                      0.307904  |
| Pb         |            1 |              0.188749 |                      0.220325  |
+------------+--------------+-----------------------+--------------------------------+
+------------+--------------+-----------------------+--------------------------------+
| Material   |   In domain? |   GPR predicted error |   0.92788 * RF predicted Error |
|------------+--------------+-----------------------+--------------------------------|
| Cu         |            1 |              0.135127 |                      0.126514  |
